season,division,date,home,away,home_goals,away_goals
2024,3,2024-02-28,Romania,Croatia,26,24
2023,6,2023-12-17,France,Norway,31,28
2023,6,2023-12-17,Sweden,Denmark,27,28
2023,6,2023-12-17,Germany,Netherlands,26,30
2023,6,2023-12-17,Czech Republic,Montenegro,24,28
2023,6,2023-12-15,Sweden,France,28,37
2023,6,2023-12-15,Denmark,Norway,28,29
2023,6,2023-12-15,Montenegro,Netherlands,25,28
2023,6,2023-12-15,Germany,Czech Republic,32,26
2023,6,2023-12-13,Denmark,Montenegro,26,24
2023,6,2023-12-13,Sweden,Germany,27,20
2023,6,2023-12-13,Paraguay,Kazakhstan,36,30
2023,6,2023-12-12,Netherlands,Norway,23,30
2023,6,2023-12-12,France,Czech Republic,33,22
2023,6,2023-12-11,Germany,Denmark,28,30
2023,6,2023-12-11,Montenegro,Sweden,25,32
2023,6,2023-12-11,Hungary,Croatia,23,22
2023,6,2023-12-11,Poland,Romania,26,27
2023,6,2023-12-11,Iceland,China,30,23
2023,6,2023-12-11,Japan,Serbia,22,20
2023,6,2023-12-11,Iran,Kazakhstan,29,33
2023,6,2023-12-10,France,Norway,24,23
2023,6,2023-12-10,Slovenia,Austria,32,27
2023,6,2023-12-10,Netherlands,Spain,29,21
2023,6,2023-12-10,Angola,South Korea,33,31
2023,6,2023-12-10,Czech Republic,Brazil,27,30
2023,6,2023-12-10,Argentina,Ukraine,25,20
2023,6,2023-12-09,Hungary,Sweden,22,26
2023,6,2023-12-09,Poland,Denmark,22,32
2023,6,2023-12-09,Serbia,Germany,21,31
2023,6,2023-12-09,Paraguay,Iceland,19,25
2023,6,2023-12-09,Romania,Japan,32,28
2023,6,2023-12-09,Senegal,Montenegro,21,29
2023,6,2023-12-08,Slovenia,Norway,21,34
2023,6,2023-12-08,Ukraine,Netherlands,21,40
2023,6,2023-12-08,Czech Republic,Spain,30,22
2023,6,2023-12-08,South Korea,France,22,32
2023,6,2023-12-08,Austria,Angola,25,30
2023,6,2023-12-08,Brazil,Argentina,33,19
2023,6,2023-12-07,Denmark,Japan,26,27
2023,6,2023-12-07,Germany,Romania,24,22
2023,6,2023-12-07,Senegal,Hungary,20,30
2023,6,2023-12-07,Montenegro,Croatia,25,26
2023,6,2023-12-07,Serbia,Poland,21,22
2023,6,2023-12-07,China,Paraguay,23,20
2023,6,2023-12-06,Netherlands,Brazil,35,27
2023,6,2023-12-06,Norway,Angola,37,19
2023,6,2023-12-06,France,Austria,41,27
2023,6,2023-12-06,Spain,Argentina,30,23
2023,6,2023-12-06,South Korea,Slovenia,27,31
2023,6,2023-12-06,Ukraine,Czech Republic,23,30
2023,6,2023-12-05,Denmark,Romania,39,23
2023,6,2023-12-05,Sweden,Croatia,22,17
2023,6,2023-12-05,China,Senegal,15,22
2023,6,2023-12-04,France,Slovenia,31,27
2023,6,2023-12-04,Germany,Poland,33,17
2023,6,2023-12-04,Montenegro,Hungary,24,18
2023,6,2023-12-04,Netherlands,Czech Republic,33,20
2023,6,2023-12-04,Angola,Iceland,26,26
2023,6,2023-12-04,Japan,Iran,42,10
2023,6,2023-12-03,Norway,South Korea,33,23
2023,6,2023-12-03,Brazil,Spain,25,27
2023,6,2023-12-03,Romania,Serbia,37,28
2023,6,2023-12-03,Senegal,Sweden,18,26
2023,6,2023-12-03,Croatia,China,39,13
2023,6,2023-12-03,Ukraine,Kazakhstan,37,24
2023,6,2023-12-02,Poland,Japan,32,30
2023,6,2023-12-02,Iceland,France,22,31
2023,6,2023-12-02,Iran,Germany,22,45
2023,6,2023-12-02,Paraguay,Montenegro,26,41
2023,6,2023-12-02,Czech Republic,Argentina,31,22
2023,6,2023-12-02,Slovenia,Angola,30,24
2023,6,2023-12-01,Austria,Norway,28,45
2023,6,2023-12-01,Denmark,Serbia,25,21
2023,6,2023-12-01,Spain,Ukraine,32,20
2023,6,2023-12-01,Sweden,China,36,24
2023,6,2023-12-01,Croatia,Senegal,22,22
2023,6,2023-12-01,Kazakhstan,Brazil,15,46
2023,6,2023-11-30,France,Angola,30,29
2023,6,2023-11-30,Hungary,Paraguay,35,12
2023,6,2023-11-30,Poland,Iran,35,15
2023,6,2023-11-30,Germany,Japan,31,30
2023,6,2023-11-30,Netherlands,Argentina,41,26
2023,6,2023-11-30,Slovenia,Iceland,30,24
2023,6,2023-11-29,Spain,Kazakhstan,34,17
2023,6,2023-11-29,Brazil,Ukraine,35,20
2023,6,2023-11-29,South Korea,Austria,29,30
2023,4,2023-11-27,Croatia,Montenegro,26,25
2023,4,2023-11-26,Sweden,Germany,30,23
2023,4,2023-11-26,Denmark,Brazil,33,16
2023,4,2023-11-26,Netherlands,Hungary,32,34
2023,4,2023-11-26,Belarus,Russia,24,34
2023,4,2023-11-26,Spain,Serbia,24,18
2023,4,2023-11-26,Japan,Argentina,29,21
2023,4,2023-11-25,Netherlands,Hungary,25,23
2023,4,2023-11-25,Spain,Argentina,26,20
2023,4,2023-11-25,Romania,Austria,41,35
2023,4,2023-11-25,Denmark,Brazil,34,24
2023,4,2023-11-25,Belarus,Russia,28,32
2023,4,2023-11-25,Serbia,Japan,22,38
2023,4,2023-11-25,Czech Republic,Slovakia,27,23
2023,4,2023-11-25,Portugal,Switzerland,32,34
2023,4,2023-11-24,Sweden,Germany,30,33
2023,4,2023-11-24,Spain,Japan,29,31
2023,4,2023-11-24,Romania,Portugal,32,22
2023,4,2023-11-24,Argentina,Serbia,18,28
2023,4,2023-11-24,Switzerland,Austria,33,34
2023,4,2023-11-23,Romania,Switzerland,33,28
2023,4,2023-11-23,Austria,Portugal,32,20
2023,6,2023-11-06,Italy,Bulgaria,33,29
2023,6,2023-11-06,Turkey,Great Britain,44,16
2023,6,2023-11-06,Israel,Iceland,24,33
2023,6,2023-11-06,Finland,Austria,28,35
2023,4,2023-11-05,Germany,Hungary,29,25
2023,6,2023-11-05,Kosovo,Faroe Islands,28,29
2023,6,2023-11-05,Great Britain,Turkey,14,39
2023,6,2023-11-05,Bosnia & Herzegovina,Greece,22,21
2023,6,2023-11-05,Iceland,Israel,34,26
2023,6,2023-11-03,Austria,Finland,37,22
2023,6,2023-11-03,Greece,Bosnia & Herzegovina,23,21
2023,6,2023-11-03,Faroe Islands,Kosovo,24,27
2023,6,2023-11-02,Luxembourg,Ukraine,11,30
2023,6,2023-11-02,Bulgaria,Italy,19,26
2023,6,2023-11-01,Ukraine,Luxembourg,36,13
2023,4,2023-10-14,Poland,Argentina,26,25
2023,4,2023-10-12,Poland,Argentina,34,26
2023,4,2023-07-29,Romania,Spain,30,25
2023,4,2023-07-27,Romania,Spain,30,30
2023,4,2023-07-22,Norway,France,18,30
2023,6,2023-04-12,Portugal,Romania,24,28
2023,6,2023-04-12,Spain,Austria,26,24
2023,6,2023-04-12,Kosovo,Poland,20,32
2023,6,2023-04-12,Hungary,Iceland,34,28
2023,6,2023-04-12,Croatia,Slovakia,31,18
2023,6,2023-04-12,Serbia,Turkey,32,25
2023,6,2023-04-12,Slovenia,Italy,33,21
2023,6,2023-04-12,Greece,Germany,20,36
2023,4,2023-04-11,France,Brazil,23,18
2023,4,2023-04-11,Denmark,Sweden,28,26
2023,6,2023-04-11,Czech Republic,Switzerland,36,27
2023,6,2023-04-11,Ukraine,North Macedonia,31,22
2023,6,2023-04-09,Germany,Greece,39,13
2023,4,2023-04-08,Norway,Montenegro,27,23
2023,6,2023-04-08,North Macedonia,Ukraine,22,24
2023,6,2023-04-08,Italy,Slovenia,25,31
2023,6,2023-04-08,Austria,Spain,28,28
2023,6,2023-04-08,Iceland,Hungary,21,25
2023,6,2023-04-08,Romania,Portugal,35,20
2023,6,2023-04-08,Switzerland,Czech Republic,31,32
2023,4,2023-04-07,France,Brazil,22,18
2023,6,2023-04-07,Slovakia,Croatia,23,25
2023,6,2023-04-07,Turkey,Serbia,24,33
2023,4,2023-04-06,Norway,Montenegro,34,25
2023,6,2023-04-06,Poland,Kosovo,36,22
2023,4,2023-04-05,Sweden,Denmark,34,30
2023,4,2023-03-05,Portugal,Spain,20,19
2023,4,2023-03-05,France,Sweden,24,22
2023,4,2023-03-05,Germany,Poland,32,30
2023,4,2023-03-04,Austria,Brazil,33,37
2023,4,2023-03-04,Hungary,Poland,29,31
2023,4,2023-03-04,Italy,Spain,22,35
2023,4,2023-03-04,Romania,Ukraine,29,23
2023,4,2023-03-04,Slovakia,Slovenia,31,25
2023,4,2023-03-04,Turkey,North Macedonia,31,30
2023,4,2023-03-03,Portugal,Italy,27,22
2023,4,2023-03-03,France,Sweden,24,18
2023,4,2023-03-03,Germany,Hungary,26,20
2023,4,2023-03-03,Romania,Ukraine,29,24
2023,4,2023-03-03,Slovakia,Slovenia,20,31
2023,4,2023-03-02,Austria,Brazil,30,35
2023,4,2023-03-02,Russia,Belarus,31,28
2023,4,2023-03-02,Turkey,North Macedonia,25,24
2022,2,2022-12-04,South Korea,Japan,34,29
2022,2,2022-12-04,China,Iran,39,24
2022,2,2022-12-02,South Korea,China,34,16
2022,2,2022-12-02,Japan,Iran,43,19
2022,2,2022-11-30,South Korea,Iran,41,11
2022,2,2022-11-30,Japan,Kazakhstan,33,21
2022,2,2022-11-25,China,Japan,26,29
2022,2,2022-11-24,China,Kazakhstan,28,26
2022,3,2022-11-20,Denmark,Norway,25,27
2022,3,2022-11-20,Montenegro,France,27,25
2022,3,2022-11-18,Norway,France,28,20
2022,3,2022-11-18,Denmark,Montenegro,27,23
2022,3,2022-11-18,Sweden,Netherlands,37,32
2022,1,2022-11-17,Angola,Senegal,24,21
2022,1,2022-11-17,Tunisia,Egypt,24,22
2022,1,2022-11-16,Egypt,Senegal,19,21
2022,1,2022-11-16,Angola,Tunisia,29,24
2022,3,2022-11-16,France,Spain,36,23
2022,3,2022-11-16,Norway,Denmark,29,31
2022,3,2022-11-16,Croatia,Sweden,27,31
2022,3,2022-11-16,Netherlands,Montenegro,42,25
2022,3,2022-11-16,Hungary,Slovenia,29,25
2022,3,2022-11-16,Romania,Germany,28,32
2022,3,2022-11-15,France,Germany,29,21
2022,3,2022-11-15,Romania,Montenegro,34,35
2022,3,2022-11-14,Hungary,Sweden,25,30
2022,3,2022-11-14,Norway,Slovenia,26,23
2022,3,2022-11-13,France,Montenegro,27,19
2022,3,2022-11-13,Netherlands,Spain,29,29
2022,3,2022-11-12,Norway,Sweden,27,25
2022,3,2022-11-12,Croatia,Denmark,17,26
2022,1,2022-11-11,Egypt,Tunisia,22,21
2022,3,2022-11-11,Romania,Spain,28,27
2022,3,2022-11-11,Netherlands,Germany,28,36
2022,3,2022-11-10,Hungary,Denmark,27,29
2022,3,2022-11-10,Croatia,Slovenia,18,26
2022,3,2022-11-09,France,Netherlands,26,24
2022,3,2022-11-09,Germany,Spain,21,23
2022,3,2022-11-09,North Macedonia,Romania,23,31
2022,3,2022-11-09,Poland,Montenegro,23,26
2022,3,2022-11-08,Denmark,Sweden,25,23
2022,3,2022-11-08,Norway,Hungary,32,22
2022,3,2022-11-08,Croatia,Switzerland,26,26
2022,3,2022-11-08,Slovenia,Serbia,27,24
2022,3,2022-11-07,Romania,France,21,35
2022,3,2022-11-07,Spain,Poland,21,22
2022,3,2022-11-07,Germany,Montenegro,25,29
2022,3,2022-11-07,North Macedonia,Netherlands,15,30
2022,3,2022-11-06,Serbia,Denmark,21,34
2022,3,2022-11-06,Switzerland,Norway,21,38
2022,3,2022-11-06,Croatia,Hungary,21,18
2022,3,2022-11-06,Slovenia,Sweden,22,33
2022,3,2022-11-05,Netherlands,Romania,29,28
2022,3,2022-11-05,Poland,Germany,23,25
2022,3,2022-11-05,France,North Macedonia,24,14
2022,3,2022-11-05,Montenegro,Spain,30,23
2022,3,2022-11-04,Norway,Croatia,32,23
2022,3,2022-11-04,Sweden,Serbia,27,21
2022,3,2022-11-04,Denmark,Slovenia,26,28
2022,3,2022-11-04,Hungary,Switzerland,33,28
2022,4,2022-11-02,Germany,Romania,29,29
2022,4,2022-11-01,Czech Republic,Egypt,37,24
2022,4,2022-10-31,Hungary,Germany,20,31
2022,4,2022-10-30,France,Poland,30,19
2022,4,2022-10-30,Sweden,Czech Republic,26,26
2022,4,2022-10-30,Spain,Switzerland,37,26
2022,4,2022-10-30,Tunisia,Egypt,27,24
2022,4,2022-10-29,Montenegro,Slovakia,33,24
2022,4,2022-10-29,Spain,Egypt,34,23
2022,4,2022-10-29,Hungary,Romania,33,28
2022,4,2022-10-29,Slovenia,Croatia,22,23
2022,4,2022-10-29,Switzerland,Tunisia,41,31
2022,4,2022-10-28,France,Poland,33,26
2022,4,2022-10-28,Spain,Tunisia,39,29
2022,4,2022-10-28,Egypt,Switzerland,28,37
2022,4,2022-10-28,Sweden,Czech Republic,36,20
2022,4,2022-10-28,Montenegro,Slovakia,37,20
2022,3,2022-10-10,Germany,Belarus,24,24
2022,3,2022-10-10,Slovakia,Hungary,28,30
2022,3,2022-10-10,Austria,Romania,33,33
2022,3,2022-10-10,Iceland,Serbia,23,21
2022,3,2022-10-10,Portugal,Spain,22,23
2022,3,2022-10-10,Czech Republic,Croatia,24,26
2022,3,2022-10-10,Faroe Islands,Denmark,19,39
2022,3,2022-10-10,Turkey,Sweden,23,31
2022,3,2022-10-10,Ukraine,France,25,28
2022,3,2022-10-10,Greece,Netherlands,14,35
2022,3,2022-10-10,Switzerland,Poland,22,31
2022,3,2022-10-09,Lithuania,Russia,21,35
2022,3,2022-10-07,Germany,Greece,36,10
2022,3,2022-10-07,Denmark,Austria,27,22
2022,3,2022-10-07,Sweden,Iceland,30,17
2022,3,2022-10-07,Croatia,Ukraine,22,23
2022,3,2022-10-06,France,Czech Republic,38,22
2022,3,2022-10-06,Spain,Slovakia,33,28
2022,3,2022-10-06,Russia,Switzerland,26,22
2022,3,2022-10-06,Hungary,Portugal,34,24
2022,3,2022-10-06,Netherlands,Belarus,38,27
2022,3,2022-10-06,Poland,Lithuania,36,22
2022,3,2022-10-06,Serbia,Turkey,36,27
2022,3,2022-10-06,Romania,Faroe Islands,26,19
2022,4,2022-10-02,France,Germany,30,29
2022,4,2022-10-01,Romania,Spain,25,23
2022,4,2022-10-01,Slovenia,Hungary,21,19
2022,4,2022-10-01,Slovakia,Ukraine,32,24
2022,4,2022-10-01,Serbia,Austria,30,29
2022,4,2022-10-01,Sweden,Brazil,33,30
2022,4,2022-09-30,France,Germany,34,31
2022,4,2022-09-30,Romania,Serbia,26,20
2022,4,2022-09-30,Slovakia,Ukraine,29,30
2022,4,2022-09-30,Austria,Spain,27,32
2022,4,2022-09-29,Romania,Austria,32,32
2022,4,2022-09-29,Slovenia,Hungary,22,22
2022,4,2022-09-29,Sweden,Brazil,31,25
2022,4,2022-09-29,Serbia,Spain,30,28
2022,4,2022-06-09,Denmark,Slovenia,38,30
2022,3,2022-06-06,Faroe Islands,Israel,29,25
2022,3,2022-06-06,Greece,Italy,33,22
2022,3,2022-06-05,Portugal,Kosovo,30,17
2022,3,2022-06-05,Israel,Finland,24,28
2022,3,2022-06-05,Bosnia & Herzegovina,Italy,25,22
2022,3,2022-06-04,Finland,Faroe Islands,19,21
2022,3,2022-06-04,Luxembourg,Kosovo,27,33
2022,3,2022-06-04,Greece,Bosnia & Herzegovina,29,18
2022,3,2022-06-03,Portugal,Luxembourg,38,14
2022,3,2022-04-24,Spain,Portugal,31,21
2022,3,2022-04-24,Croatia,Czech Republic,33,30
2022,3,2022-04-24,Romania,Austria,38,29
2022,3,2022-04-24,Poland,Switzerland,31,26
2022,3,2022-04-24,Belarus,Germany,0,10
2022,3,2022-04-24,Netherlands,Greece,40,11
2022,3,2022-04-24,Hungary,Slovakia,25,19
2022,3,2022-04-23,France,Ukraine,27,18
2022,3,2022-04-23,Sweden,Turkey,33,21
2022,3,2022-04-23,Serbia,Iceland,28,22
2022,3,2022-04-23,Russia,Lithuania,0,10
2022,3,2022-04-23,Denmark,Faroe Islands,26,15
2022,4,2022-04-22,China,Belarus,22,37
2022,3,2022-04-21,Portugal,Hungary,18,30
2022,3,2022-04-21,Greece,Germany,11,40
2022,3,2022-04-21,Belarus,Netherlands,0,10
2022,3,2022-04-20,Iceland,Sweden,23,29
2022,3,2022-04-20,Austria,Denmark,22,38
2022,3,2022-04-20,Czech Republic,France,31,30
2022,3,2022-04-20,Faroe Islands,Romania,21,31
2022,3,2022-04-20,Slovakia,Spain,20,29
2022,3,2022-04-20,Switzerland,Russia,10,0
2022,3,2022-04-20,Lithuania,Poland,27,40
2022,3,2022-04-20,Ukraine,Croatia,19,26
2022,3,2022-04-20,Turkey,Serbia,30,36
2022,3,2022-03-06,France,Croatia,27,19
2022,3,2022-03-06,Iceland,Turkey,29,22
2022,3,2022-03-06,Switzerland,Lithuania,34,18
2022,3,2022-03-06,Belarus,Greece,0,10
2022,3,2022-03-06,Slovakia,Portugal,21,23
2022,3,2022-03-06,Russia,Poland,0,10
2022,3,2022-03-05,Spain,Hungary,27,30
2022,3,2022-03-05,Ukraine,Czech Republic,5,5
2022,3,2022-03-05,Austria,Faroe Islands,26,22
2022,3,2022-03-05,Sweden,Serbia,33,25
2022,3,2022-03-05,Denmark,Romania,32,27
2022,3,2022-03-05,Netherlands,Germany,30,29
2022,3,2022-03-04,Czech Republic,Ukraine,5,5
2022,3,2022-03-03,Portugal,Slovakia,24,21
2022,3,2022-03-03,Germany,Netherlands,25,31
2022,3,2022-03-03,Croatia,France,19,21
2022,3,2022-03-03,Lithuania,Switzerland,30,36
2022,3,2022-03-03,Poland,Russia,10,0
2022,3,2022-03-03,Serbia,Sweden,24,21
2022,3,2022-03-02,Faroe Islands,Austria,24,29
2022,3,2022-03-02,Hungary,Spain,28,30
2022,3,2022-03-02,Romania,Denmark,28,35
2022,3,2022-03-02,Greece,Belarus,10,0
2022,3,2022-03-02,Turkey,Iceland,30,29
2021,6,2021-12-19,France,Norway,22,29
2021,6,2021-12-19,Denmark,Spain,35,28
2021,6,2021-12-17,Norway,Spain,27,21
2021,6,2021-12-17,France,Denmark,23,22
2021,6,2021-12-15,France,Sweden,31,26
2021,6,2021-12-15,Angola,Slovakia,23,21
2021,6,2021-12-14,Spain,Germany,26,21
2021,6,2021-12-14,Denmark,Brazil,30,25
2021,6,2021-12-13,Netherlands,Norway,34,37
2021,6,2021-12-13,Serbia,Slovenia,31,25
2021,6,2021-12-13,Sweden,Romania,34,30
2021,6,2021-12-13,Poland,Montenegro,33,28
2021,6,2021-12-12,Denmark,Germany,32,16
2021,6,2021-12-12,Spain,Brazil,27,24
2021,6,2021-12-12,Austria,Croatia,27,23
2021,6,2021-12-12,South Korea,Hungary,28,35
2021,6,2021-12-12,Tunisia,Paraguay,35,28
2021,6,2021-12-12,Argentina,Japan,27,31
2021,6,2021-12-12,China,Slovakia,0,10
2021,6,2021-12-11,Slovenia,Poland,26,27
2021,6,2021-12-11,Sweden,Norway,30,30
2021,6,2021-12-11,Kazakhstan,Netherlands,15,61
2021,6,2021-12-11,Serbia,France,19,22
2021,6,2021-12-11,Angola,Iran,41,8
2021,6,2021-12-10,Croatia,Spain,23,27
2021,6,2021-12-10,Czech Republic,Denmark,14,29
2021,6,2021-12-10,Japan,Austria,32,30
2021,6,2021-12-10,Tunisia,China,10,0
2021,6,2021-12-10,Argentina,Brazil,19,24
2021,6,2021-12-10,South Korea,Germany,28,37
2021,6,2021-12-10,Slovakia,Paraguay,33,27
2021,6,2021-12-09,France,Poland,26,16
2021,6,2021-12-09,Kazakhstan,Sweden,20,55
2021,6,2021-12-09,Montenegro,Serbia,25,27
2021,6,2021-12-09,Netherlands,Romania,31,30
2021,6,2021-12-08,Denmark,Hungary,30,19
2021,6,2021-12-08,Spain,Japan,28,26
2021,6,2021-12-08,Brazil,Austria,38,31
2021,6,2021-12-08,Paraguay,China,30,24
2021,6,2021-12-08,Croatia,Argentina,28,22
2021,6,2021-12-08,Czech Republic,South Korea,26,32
2021,6,2021-12-08,Slovakia,Tunisia,31,27
2021,6,2021-12-07,France,Montenegro,24,19
2021,6,2021-12-07,Netherlands,Sweden,31,31
2021,6,2021-12-07,Norway,Romania,33,22
2021,6,2021-12-07,Angola,Slovenia,25,25
2021,6,2021-12-07,Kazakhstan,Iran,31,25
2021,6,2021-12-06,Croatia,Japan,26,28
2021,6,2021-12-06,Denmark,South Korea,35,23
2021,6,2021-12-06,Germany,Hungary,25,24
2021,6,2021-12-06,Spain,Austria,31,19
2021,6,2021-12-06,Argentina,China,36,24
2021,6,2021-12-06,Brazil,Paraguay,33,19
2021,6,2021-12-06,Czech Republic,Slovakia,24,23
2021,6,2021-12-05,Iran,Norway,9,41
2021,6,2021-12-05,Montenegro,Angola,30,20
2021,6,2021-12-05,Romania,Kazakhstan,38,17
2021,6,2021-12-05,Slovenia,France,18,29
2021,6,2021-12-04,China,Spain,18,33
2021,6,2021-12-04,Hungary,Czech Republic,32,29
2021,6,2021-12-04,Japan,Brazil,25,29
2021,6,2021-12-04,Austria,Argentina,29,31
2021,6,2021-12-04,Paraguay,Croatia,16,38
2021,6,2021-12-04,Slovakia,Germany,22,36
2021,6,2021-12-04,South Korea,Tunisia,31,29
2021,6,2021-12-03,Montenegro,Slovenia,18,28
2021,6,2021-12-03,Norway,Kazakhstan,46,18
2021,6,2021-12-03,Serbia,Poland,25,21
2021,6,2021-12-03,France,Angola,30,20
2021,6,2021-12-03,Romania,Iran,39,11
2021,6,2021-12-02,Denmark,Tunisia,35,16
2021,6,2021-12-02,Hungary,Slovakia,35,29
2021,6,2021-12-02,Japan,Paraguay,40,17
2021,6,2021-12-02,Austria,China,38,27
2021,6,2021-12-02,Croatia,Brazil,25,30
2021,6,2021-12-02,Germany,Czech Republic,31,21
2021,6,2021-12-01,Spain,Argentina,29,13
2021,4,2021-11-29,Serbia,North Macedonia,20,19
2021,4,2021-11-28,France,Hungary,29,28
2021,4,2021-11-28,Denmark,Ukraine,35,20
2021,4,2021-11-28,Sweden,Montenegro,38,24
2021,4,2021-11-28,Spain,Germany,23,22
2021,4,2021-11-28,Slovakia,Poland,24,35
2021,4,2021-11-27,Austria,Portugal,30,31
2021,4,2021-11-27,Spain,Poland,32,25
2021,4,2021-11-27,Serbia,North Macedonia,33,25
